/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_227.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_227.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_227.jpg, 0, 0, 0, 7.795215E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_331.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_331.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_331.jpg, 0, 0, 0, 7.994817E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_437.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_437.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_437.jpg, 0, 0, 0, 7.787081E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_538.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_538.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_538.jpg, 0, 0, 0, 7.814201E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_639.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_639.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_639.jpg, 0, 0, 0, 7.895826E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_746.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_746.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_746.jpg, 0, 0, 0, 7.852966E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_848.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_848.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_848.jpg, 0, 0, 0, 7.986173E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_22_953.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_22_953.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_22_953.jpg, 0, 0, 0, 7.77615E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_060.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_060.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_060.jpg, 0, 0, 0, 7.839361E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_163.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_163.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_163.jpg, 0, 0, 0, 7.827645E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_266.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_266.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_266.jpg, 0, 0, 0, 7.806309E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_366.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_366.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_366.jpg, 0, 0, 0, 7.821737E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_469.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_469.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_469.jpg, 0, 0, 0, 7.954872E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_573.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_573.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_573.jpg, 0, 0, 0, 7.891315E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_677.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_677.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_677.jpg, 0, 0, 0, 7.826166E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_781.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_781.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_781.jpg, 0, 0, 0, 7.968656E-05
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_881.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_881.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_881.jpg, 0, 0.06284416, 0, 0.03016959
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_23_982.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_23_982.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_23_982.jpg, 0, 0.3423572, 0, 0.2739075
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_087.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_087.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_087.jpg, -0.2555552, 0.6605279, 0, 0.8663321
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_188.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_188.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_188.jpg, 0, 0.961323, 0, 1.80681
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_293.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_293.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_293.jpg, 0, 1, 0, 2.89978
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_398.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_398.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_398.jpg, -0.217221, 1, 0, 4.29145
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_500.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_500.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_500.jpg, -0.2276098, 1, 0, 5.440221
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_603.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_603.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_603.jpg, 0, 1, 0, 6.589039
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_705.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_705.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_705.jpg, 0, 1, 0, 7.729045
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_807.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_807.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_807.jpg, -0.1669321, 1, 0, 8.852457
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_24_910.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_24_910.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_24_910.jpg, -0.4530509, 1, 0, 9.915414
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_25_012.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_25_012.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_25_012.jpg, -0.1900227, 1, 0, 11.01947
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_25_120.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_25_120.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_25_120.jpg, -0.07105494, 1, 0, 12.4074
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_25_221.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_25_221.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_25_221.jpg, 0, 1, 0, 13.35696
/Users/indian/Desktop/Behavioural Cloning/IMG/center_2020_03_29_23_14_25_324.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/left_2020_03_29_23_14_25_324.jpg, /Users/indian/Desktop/Behavioural Cloning/IMG/right_2020_03_29_23_14_25_324.jpg, -0.08449496, 1, 0, 14.51463
